OBJECTID,PointID,FIPS,parcelsamp,RPL_THEMES,RelativeRi,Relative_1,APN,DBT_BEGIN,BEGIN_DATE,FLOOR,ADDRESS,AREA,Shape_Leng,POINT_X,POINT_Y
1,PID.0943370,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524005,2008-04-28 19:00:00,2036-02-07 00:28:16,1,628 N VINEYARD,7905.000000000000000,382.359449121000011,-111.842336669000005,33.426814209800000
2,PID.0619201,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13530008,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1052 W 5TH PL,7573.000000000000000,344.694575260000022,-111.854093340999995,33.425312605099997
3,PID.0844416,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13518001C,2008-04-28 19:00:00,2036-02-07 00:28:16,1,740 W MOUNTAIN VIEW DR,14219.000000000000000,501.599541687999988,-111.847933384000001,33.436650917199998
4,PID.0431935,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13520072,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1114 W 10TH ST,8015.000000000000000,369.513685353000028,-111.854801293999998,33.433307480400003
5,PID.0730554,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515124,2008-04-28 19:00:00,2036-02-07 00:28:16,2,424 W BROWN RD  241,850.000000000000000,122.250733451000002,-111.841395059000007,33.435615898400002
6,PID.0587578,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13519076,2008-04-28 19:00:00,2036-02-07 00:28:16,1,865 W 11TH PL,11668.000000000000000,432.618450571999972,-111.850269139999995,33.435327743700000
7,PID.0730552,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515121,2008-04-28 19:00:00,2036-02-07 00:28:16,2,424 W BROWN RD  238,900.000000000000000,125.206251941999994,-111.841546198000003,33.435432956800000
8,PID.0514263,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517034,2008-04-28 19:00:00,2036-02-07 00:28:16,1,861 N REVERE   C,903.000000000000000,120.733800951000006,-111.847073477999999,33.431100244299998
9,PID.0980905,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13522009,2008-04-28 19:00:00,2036-02-07 00:28:16,1,955 W 9TH ST,9859.000000000000000,408.128042693999987,-111.852014244000003,33.431036763800002
10,PID.0055921,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13561014,2008-04-28 19:00:00,2036-02-07 00:28:16,1,915 W FAIRWAY DR,20527.000000000000000,596.946419656999979,-111.850309315999993,33.438948798699997
11,PID.0385166,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517068,2008-04-28 19:00:00,2036-02-07 00:28:16,1,847 N CHERRY,1643.000000000000000,164.969421401000005,-111.845795758999998,33.430968853800003
12,PID.0925951,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13526061,2008-04-28 19:00:00,2036-02-07 00:28:16,1,607 W CAMINO CIR,9359.000000000000000,385.810471604999975,-111.844341204000003,33.424180779799997
13,PID.0620257,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13519075,2008-04-28 19:00:00,2036-02-07 00:28:16,1,905 W 11TH PL,11910.000000000000000,436.868315528999972,-111.850611044000004,33.435321691900000
14,PID.0435256,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13526020,2008-04-28 19:00:00,2036-02-07 00:28:16,1,743 W 4TH PL,10361.000000000000000,431.857094863999976,-111.847800719999995,33.423358563699999
15,PID.0730563,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524142,2008-04-28 19:00:00,2036-02-07 00:28:16,2,447 W RIO SALADO PKWY  214,823.000000000000000,138.934657718000011,-111.841111161000001,33.428520660099998
16,PID.0730559,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524131,2008-04-28 19:00:00,2036-02-07 00:28:16,2,447 W RIO SALADO PKWY  203,878.000000000000000,139.990710046000004,-111.841080572999999,33.429312645700001
17,PID.0456325,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13524028A,2008-04-28 19:00:00,2036-02-07 00:28:16,1,640 N ORANGE,15817.000000000000000,503.531856340999980,-111.843358597999995,33.427053751800003
18,PID.0692964,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13523007,2008-04-28 19:00:00,2036-02-07 00:28:16,1,602 N DATE,11707.000000000000000,438.747019233999993,-111.844380723000000,33.426147925300000
19,PID.0126437,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13517088,2008-04-28 19:00:00,2036-02-07 00:28:16,1,906 N DATE,1458.000000000000000,155.647252223000010,-111.844961987000005,33.431489197300003
20,PID.0966436,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13519080,2008-04-28 19:00:00,2036-02-07 00:28:16,1,823 W 11TH PL,12414.000000000000000,438.305224602000010,-111.848887473999994,33.435350730099998
21,PID.0848676,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13521032,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1142 W 9TH ST,9242.000000000000000,414.966650322000021,-111.855764015000005,33.431494569100003
22,PID.0036326,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13529005,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1136 W 7TH ST,9965.000000000000000,421.702416212000003,-111.855702311000002,33.427320169399998
23,PID.0562016,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13516038,2008-04-28 19:00:00,2036-02-07 00:28:16,1,562 W RIO SALADO PKWY,19597.000000000000000,721.244132711000020,-111.843948095000002,33.430097818800000
24,PID.0011641,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515052,2008-04-28 19:00:00,2036-02-07 00:28:16,1,424 W BROWN RD  119,907.000000000000000,125.846868452999999,-111.840651081000004,33.435923010300002
25,PID.0023467,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13520040,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1039 W MOUNTAIN VIEW DR,19185.000000000000000,653.161757451999961,-111.852842840999998,33.435620503999999
26,PID.0613389,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13530002,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1009 W 6TH ST,7578.000000000000000,349.457045358000016,-111.852777412999998,33.425635511199999
27,PID.0152816,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13518019,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1032 N REVERE,5398.000000000000000,299.927480571999979,-111.847848541999994,33.434049418400001
28,PID.0486144,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13515062,2008-04-28 19:00:00,2036-02-07 00:28:16,1,424 W BROWN RD  129,877.000000000000000,123.502271820000004,-111.841226730000002,33.435912186099998
29,PID.0481215,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13522038,2008-04-28 19:00:00,2036-02-07 00:28:16,1,922 W 9TH PL,10350.000000000000000,413.376013826000019,-111.850826557999994,33.432469169100003
30,PID.0126438,04013421102,58.000000000000000,0.825600000000000,0.186680000000000,0.186680000000000,13520052A,2008-04-28 19:00:00,2036-02-07 00:28:16,1,1024 W MOUNTAIN VIEW DR,28979.000000000000000,704.628132285999982,-111.852918082000002,33.436392242499998
